show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_num
s8266,movie,The Dancer,ifa isfansyah,"prisia nasution, oka antara, slamet rahardjo, dewi irawan, lukman sardi, tio pakusadewo",indonesia,2018-12-08,2011,tv-ma,105 min,"Dramas, International Movies, Romantic Movies","Orphaned by a tragedy that took the lives of her parents, Srintil grows up in a poor Indonesian village aspiring to be a sacred dancer.",105.0
s8267,movie,The Dark Crystal,"frank oz, jim henson","jim henson, kathryn mullen, frank oz, dave goelz, stephen garlick, lisa maxwell, billie whitelaw, percy edwards, joseph o'conor","united states, united kingdom",2019-05-01,1982,pg,93 min,Children & Family Movies,"In this mythical tale, Jen, the last of the Gelfling race, is charged with healing the Crystal of Truth after its mutilation sets off an era of terror.",93.0
s8268,movie,The Dark Side of Life: Mumbai City,tariq khan,"mahesh bhatt, kay kay menon, avii, nikhil ratnaparkhi, neha khan, alisha khan, irfan hussein, jyoti malshe, sayed gul",india,2019-12-31,2018,tv-ma,121 min,"Dramas, International Movies","Struggling with Mumbai's pressures and private battles with depression, six lives intersect just as they reach a breaking point.",121.0
s8269,movie,The Darkest Dawn,unknown,unknown,united kingdom,2018-06-23,2016,tv-ma,75 min,"Action & Adventure, Independent Movies, International Movies",An aspiring filmmaker records the chaos of an alien invasion while struggling to stay alive with her sister and a bickering band of survivors.,75.0
s8270,movie,The Daughter,simon stone,"geoffrey rush, ewen leslie, paul schneider, miranda otto, anna torv, odessa young, sam neill",australia,2017-04-26,2015,tv-ma,95 min,Dramas,"Having returned home for his cagey father's wedding, an estranged man gets to know his childhood friend's family and uncovers a devastating secret.",95.0
s8271,movie,The Dawn Wall,"peter mortimer, josh lowell","tommy caldwell, kevin jorgeson","austria, united states",2019-03-04,2017,tv-ma,100 min,"Documentaries, Sports Movies",Cameras follow Tommy Caldwell and Kevin Jorgeson as they take on the staggering challenge of free-climbing Yosemite’s most formidable rock formation.,100.0
s8272,tv show,The Day My Butt Went Psycho!,unknown,"mac heywood, robert tinkler, bryn mcauley, kedar brown, julie lemieux, ted dykstra, mark edwards, joe pingue","canada, australia",,2015,tv-y7,2 Seasons,"Kids' TV, TV Comedies",A boy and his best friend – his newly detached butt – embark on wacky adventures in a world where humans and their butts live side by side.,2.0
s8273,movie,The Departed,martin scorsese,"leonardo dicaprio, matt damon, jack nicholson, mark wahlberg, martin sheen, ray winstone, vera farmiga, anthony anderson, alec baldwin, kevin corrigan","united states, hong kong",2021-01-01,2006,r,151 min,"Dramas, Thrillers",Two rookie Boston cops are sent deep undercover – one inside the gang of a charismatic Irish mob boss and the other double-crossing his own department.,151.0
s8274,movie,The Desert Bride,"cecilia atán, valeria pivato","paulina garcía, claudio rissi","argentina, chile",2018-11-08,2017,tv-14,78 min,"Dramas, International Movies","While traveling across Argentina to a new job, a longtime maid encounters a salesman who opens her eyes to life's beauty and possibilities.",78.0
s8275,movie,The Detained,blair hayes,"alex frnka, sarah davenport, henry zaga, coy stewart, jennifer robyn jacobs, gillian vigman, kevin blake",united states,2019-02-15,2017,tv-14,85 min,"Horror Movies, Thrillers",Five high school students serving Saturday detention in a former corrections facility must find a way to outsmart an unseen menace out to kill them.,85.0
s8276,movie,The Devil and Father Amorth,william friedkin,unknown,"italy, united states",2018-07-23,2017,tv-pg,69 min,"Documentaries, Horror Movies","In Rome, ""Exorcist"" director William Friedkin follows a 91-year-old priest who performs a real demonic exorcism on a woman from a small Italian town.",69.0
s8277,movie,The Devil Inside,william brent bell,"fernanda andrade, simon quarterman, evan helmuth, ionut grama, suzan crowley, bonnie morgan, brian johnson",united states,2019-11-20,2012,r,84 min,"Horror Movies, Thrillers","At once spooky and grisly, this thriller follows a woman's quest to find the truth behind claims her mother killed three people during an exorcism.",84.0
s8278,tv show,The Devil Is a Part-Timer!,unknown,"ryota osaka, yoko hikasa, nao toyama, yuki ono, hiro shimono, kanae ito, josh grelle, felecia angelle, anthony bowling, r. bruce elliott, tia lynn ballard, aaron dismuke",japan,2019-04-01,2013,tv-14,1 Season,Anime Series,"Thwarted in their attempt to take over the world of Ente Isla, Satan and his general Alciel land in modern-day Tokyo, where they take on human form.",1.0
s8279,movie,The Devil We Know,"stephanie soechtig, jeremy seifert",unknown,united states,2019-01-15,2018,tv-14,88 min,Documentaries,This documentary details DuPont's alleged decades-long cover-up of the potential harm caused by chemicals used to make popular Teflon products.,88.0
s8280,movie,The Diabolical,alistair legrand,"ali larter, arjun gupta, max rose, merrin dungey, chloe perrin, kurt carley, patrick fischler, wilmer calderon, tom wright",united states,2018-08-01,2015,tv-ma,86 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers","Terrorized by unexplained disturbances and horrific visions in her home, a young widowed mother turns to her scientist boyfriend for help.",86.0
s8281,movie,The Dreamer,riri riza,"vikri septiawan, rendy ahmad, azwir fitrianto, maudy ayunda",indonesia,2018-10-04,2009,tv-pg,121 min,"Dramas, International Movies","A trio of friends struggles to make it through adolescence, all while hoping that bigger and better things await them.",121.0
s8282,movie,The Drowning,bette gordon,"josh charles, julia stiles, avan jogia, tracie thoms, leo fitzpatrick, mike houston, jasper newell","united states, hong kong",2017-09-01,2016,tv-ma,99 min,Thrillers,"Child psychologist Tom Seymour's testimony helped convict a boy of murder. Years later, their paths cross again, raising uncomfortable questions.",99.0
s8283,tv show,The Drunk and on Drugs Happy Funtime Hour,unknown,"john paul tremblay, robb wells, maury chaykin, luke gordon, amy sedaris, jay baruchel",canada,2018-08-24,2011,tv-ma,1 Season,"International TV Shows, TV Comedies","A variety-show production trips up big time when the cast members take their roles to new heights, and the line between fact and fiction blurs.",1.0
s8284,movie,The Duel,kieran darcy-smith,"woody harrelson, liam hemsworth, alice braga, emory cohen, felicity price, josé zúñiga, william sadler",united states,2019-06-02,2016,r,110 min,Dramas,"In 1866, a Texas Ranger investigates some suspicious deaths in a town ruled by a religious despot whose past contains a disturbing link to his own.",110.0
s8285,movie,The Dukes of Hazzard,jay chandrasekhar,"johnny knoxville, seann william scott, jessica simpson, burt reynolds, m.c. gainey, david koechner, kevin heffernan, james roday, michael roof, joe don baker",united states,2020-01-01,2005,pg-13,104 min,"Action & Adventure, Comedies","The Duke boys are back in this comedy based on the TV series, following Bo and Luke as they tear around Hazzard County in their trusty Dodge Charger.",104.0
s8286,movie,The Dukes of Hazzard: The Beginning,robert berlinger,"randy wayne, jonathan bennett, joel david moore, willie nelson, april scott, harland williams, christopher mcdonald, hal williams, sherilyn fenn, gary cole",united states,2020-01-01,2007,r,95 min,"Action & Adventure, Comedies","The mischievous Duke boys, Bo and Luke, are sent to live with their Uncle Jesse and cousin Daisy in this prequel movie to the popular TV series.",95.0
s8287,movie,The Eichmann Show,paul andrew williams,"martin freeman, anthony lapaglia, rebecca front, andy nyman, nicholas woodeson, ben addis, caroline bartleet, ed birch, dylan edwards, nathaniel gleed, ben lloyd-hughes, vaidotas martinaitis, zora bishop","united kingdom, lithuania",2017-08-31,2015,tv-ma,96 min,"Dramas, International Movies",This is the astonishing true story behind a moment in TV history: the live 1961 broadcast of Nazi mass-murderer Adolf Eichmann's trial in Jerusalem.,96.0
s8288,tv show,The Eighties,unknown,unknown,united states,2018-09-30,2016,tv-pg,1 Season,Docuseries,"This nostalgic documentary series relives the 1980s from a variety of angles, exploring its impact on the politics, technology and culture of today.",1.0
s8289,movie,The End of the Tour,james ponsoldt,"jason segel, jesse eisenberg, becky ann baker, anna chlumsky, joan cusack, mamie gummer, ron livingston, mickey sumner",united states,2018-07-26,2015,r,106 min,"Dramas, Independent Movies","""Rolling Stone"" reporter David Lipsky shadows famed writer David Foster Wallace in this fictionalized account of their revealing five-day encounter.",106.0
s8290,movie,The Endless,"justin benson, aaron moorhead","aaron moorhead, justin benson, callie hernandez, lew temple, james jordan, tate ellington",united states,2018-09-19,2017,tv-ma,112 min,"Independent Movies, Sci-Fi & Fantasy, Thrillers","As kids, they escaped a UFO death cult. Now, two adult brothers seek answers after an old videotape surfaces and brings them back to where they began.",112.0
s8291,movie,The Evil Dead,sam raimi,"bruce campbell, ellen sandweiss, richard demanincor, betsy baker, theresa tilly, bill vincent, scott spiegel, ivan raimi, david horton, john cameron, ted raimi",united states,2020-01-10,1981,tv-ma,85 min,"Classic Movies, Cult Movies, Horror Movies","During a stop at a remote cabin deep within the woods, a group of teens begins turning into flesh-eating zombies in director Sam Raimi's cult classic.",85.0
s8292,movie,The Exception,david leveaux,"lily james, jai courtney, christopher plummer, janet mcteer, ben daniels, eddie marsan, anton lesser, mark dexter, kris cuppens","united kingdom, united states",2019-07-26,2016,r,107 min,"Dramas, Romantic Movies","During World War II, a Nazi officer charged with protecting an exiled Kaiser Wilhelm II from spies begins a steamy affair with a secretive Dutch maid.",107.0
s8293,movie,The Eyes of My Mother,nicolas pesce,"kika magalhães, olivia bond, will brill, flora diaz, paul nazak, clara wong, diana agostini",united states,2017-04-06,2016,r,76 min,"Horror Movies, Independent Movies","At the remote farmhouse where she once witnessed a traumatic childhood event, a young woman develops a grisly fascination with violence.",76.0
s8294,tv show,The Fear,michael samuels,"peter mullan, anastasia hille, harry lloyd, paul nicholls, demosthenes chrysan, dragos bucur, shaban arifi, julia ragnarsson, danny sapani, nigel lindsay, osy ikhile, sidney kean, lisa mcallister, catherine winter, amarildo kola, julius peter wells",united kingdom,2017-03-31,2012,tv-ma,1 Season,"British TV Shows, Crime TV Shows, TV Dramas","Richie Beckett is an aging Brighton crime boss who's struggling with the onset of dementia, just as a rival gang is trying to take over his territory.",1.0
s8295,movie,The Fear of 13,david sington,unknown,united kingdom,2016-06-01,2015,tv-ma,95 min,"Documentaries, International Movies","After 20 years on Death Row, self-educated inmate Nick petitions the court to be executed, then tells his twisting, turning tale of despair and hope.",95.0
s8296,movie,The Feels,jenée lamarque,"jenée lamarque, angela trimbur, constance wu, josh fadem, ever mainard",united states,2018-07-01,2018,tv-ma,88 min,"Comedies, Independent Movies, LGBTQ Movies","During their bachelorette weekend, a lesbian couple's relationship hits a snag when one of the brides confesses to never having an orgasm.",88.0
s8297,movie,The Fighter,david o. russell,"mark wahlberg, christian bale, amy adams, melissa leo, jack mcgee, melissa mcmeekin, bianca hunter, erica mcdermott, dendrie taylor, jill quigg, kate b. o'brien, sugar ray leonard",united states,2019-01-13,2010,r,116 min,"Dramas, Sports Movies","After a string of defeats, a boxer rediscovers his fighting will with help from his trainer and half-brother, a once-talented pugilist.",116.0
s8298,movie,The Figurine (Araromire),kunle afolayan,"ramsey nouah, omoni oboli, kunle afolayan, funlola aofiyebi, tosin sido, david j. oserwe, kate adepegba, muraina oyelami, wale adebayo, ombo gogo ombo",nigeria,2019-10-01,2009,tv-14,121 min,"Horror Movies, International Movies, Thrillers","When a pair of friends discovers a mystical sculpture in an abandoned shrine, good fortune is bestowed upon them – until luck starts running out.",121.0
s8299,movie,The Final Destination,david r. ellis,"bobby campo, shantel vansanten, nick zano, haley webb, mykelti williamson, krista allen, andrew fiscella, justin welborn, stephanie honoré",united states,2020-01-01,2009,r,82 min,Horror Movies,"Nick O'Bannon thinks he's cheated death when he keeps a grisly premonition from becoming reality, but he soon realizes that fate has other plans.",82.0
s8300,movie,The First Line,"coerte voorhees, john voorhees","pantelis kodogiannis, kassandra voyagis, paul freeman, michael byrne, georges corraface, yorgo voyagis, giancarlo giannini, kelly eleftheriou","united states, greece, united kingdom",2016-09-20,2014,tv-14,87 min,"Dramas, Independent Movies",Two determined Athenian attorneys spearhead a lawsuit against the British Museum for the return of the Parthenon Marbles to Greece.,87.0
s8301,movie,The First Temptation of Christ,rodrigo van der put,"gregorio duvivier, fábio porchat, antonio tabet, evelyn castro, rafael portugal, robson nunes, joão vicente de castro, estevam nabote, thati lopes, karina ramil, sura berditchevsky, fábio de luca",brazil,2019-12-03,2019,tv-ma,46 min,"Comedies, International Movies","Jesus, who's hitting the big 3-0, brings a surprise guest to meet the family. A Christmas special so wrong, it must be from comedians Porta dos Fundos.",46.0
s8302,movie,The First Wives Club,hugh wilson,"bette midler, goldie hawn, diane keaton, maggie smith, dan hedaya, sarah jessica parker, stockard channing, victor garber, stephen collins, marcia gay harden, jennie dundas, elizabeth berkley, eileen heckart, bronson pinchot, rob reiner",united states,2019-11-20,1996,pg,103 min,Comedies,"Following a friend's suicide after her husband dumps her for a younger model, three women plot payback against their two-timing exes.",103.0
s8303,tv show,The Five,mark tonderai,"tom cullen, o.t. fagbenle, lee ingleby, sarah solemani, hannah arterton, geraldine james, michael maloney, rade serbedzija, jonathan kerrigan, don warrington, sophia la porta",united kingdom,2017-09-15,2016,tv-ma,1 Season,"British TV Shows, Crime TV Shows, TV Dramas","Twenty years after 5-year-old Jesse disappears near his home, his DNA turns up at the scene of a woman's murder, baffling his family and the police.",1.0
s8304,movie,The Five Venoms,cheh chang,"philip kwok, chien sun, sheng chiang, feng lu, meng lo, pai wei, lung wei wang, feng ku, shu pei sun, sun chien",hong kong,2018-07-31,1978,r,97 min,"Action & Adventure, Cult Movies, International Movies",A dying kung fu master sends his last student to track down five former pupils in order to learn which one of them has become evil.,97.0
s8305,movie,The Flintstones,brian levant,"john goodman, elizabeth perkins, rick moranis, rosie o'donnell, kyle maclachlan, halle berry, elizabeth taylor, dann florek, sam raimi, harvey korman",united states,2019-10-01,1994,pg,91 min,"Children & Family Movies, Comedies",The Flintstones hit the big screen in this live-action comedy that finds Fred and Barney struggling to cope with the pressures of work and family.,91.0
s8306,movie,The Flintstones in Viva Rock Vegas,brian levant,"mark addy, stephen baldwin, kristen johnston, jane krakowski, joan collins, thomas gibson, alan cumming",united states,2019-10-01,2000,pg,91 min,"Children & Family Movies, Comedies, Romantic Movies","Yabba-dabba-doo! Digital dinosaurs rule the day when Fred, Barney, Betty and Wilma take Vegas by storm in this prequel that posits their lives before marriage.",91.0
s8307,movie,The Flying Guillotine,meng hua ho,"kuan tai chen, feng ku, hung wei, wu chi liu, yang chiang",hong kong,2018-07-28,1975,tv-ma,101 min,"Action & Adventure, Dramas, International Movies","In Qing-dynasty China, the emperor commands that a weapon be invented to kill at a distance without a trace. Then he orders it used on its wielders.",101.0
s8308,movie,The Forbidden Kingdom,rob minkoff,"jackie chan, jet li, collin chou, liu yifei, li bingbing, michael angarano, morgan benoit, juana collignon, wang deshun, thomas mcdonell","united states, china",2019-07-01,2008,pg-13,104 min,"Action & Adventure, Sci-Fi & Fantasy",Jackie Chan and Jet Li star in this rousing adventure about a martial arts movie fan who finds a mystical staff that transports him to ancient China.,104.0
s8309,movie,The Force,peter nicks,unknown,united states,2018-01-29,2017,tv-ma,92 min,Documentaries,"This documentary follows the police of Oakland, California, as they reform and face the challenges of corruption, commitment and cataclysmic change.",92.0
s8310,movie,The Foreigner,martin campbell,"pierce brosnan, katie leung, manolo cardona, charlie murphy, pippa bennett-warner, rufus jones, dermot crowley, jackie chan, simon kunz, rory fleck byrne, liu tao, michael mcelhatton, orla brady, david pearse","united kingdom, china, united states, india",2020-02-14,2017,r,113 min,"Action & Adventure, International Movies","After his daughter is killed by terrorists, a sullen restaurateur seeks the identities of those responsible and travels to Ireland to take vengeance.",113.0
s8311,movie,The Forgotten,oliver frampton,"clem tibber, elarica johnson, james doherty, shaun dingwall, lyndsey marshal",united kingdom,2017-09-11,2014,tv-ma,89 min,Horror Movies,"After a teenager goes to live with his father in abandoned public housing, he hears strange noises and decides to investigate with his new friend.",89.0
s8312,tv show,The Fosters,unknown,"teri polo, sherri saum, jake t. austin, hayden byerly, david lambert, maia mitchell, danny nucci, cierra ramirez, madisen beaty, alex saxon",united states,,2017,tv-14,5 Seasons,TV Dramas,"This offbeat drama charts the ups and downs of an interracial lesbian couple and their multiethnic brood of biological, adopted and foster children.",5.0
s8313,movie,The Founder,john lee hancock,"laura dern, b.j. novak, patrick wilson, john carroll lynch, ric reitz, john carroll, nick offerman, michael keaton, wilbur fitzgerald, linda cardellini","united states, greece",2020-08-21,2016,pg-13,115 min,Dramas,"After a fateful encounter with the McDonald brothers, struggling salesman Ray Kroc becomes driven to change the way hamburgers are made and sold.",115.0
s8314,movie,The Free Man,toa fraser,jossi wells,new zealand,2017-10-01,2016,tv-pg,84 min,"Documentaries, Sports Movies",Olympic freestyle skier Jossi Wells learns the dangerous extreme sport of highlining with help from death-defying daredevils the Flying Frenchies.,84.0
s8315,movie,The Frozen Ground,scott walker,"nicolas cage, john cusack, vanessa hudgens, dean norris, radha mitchell, 50 cent, kevin dunn, olga valentina, michael mcgrady, jodi lyn o'keefe",united states,2020-08-27,2013,r,106 min,"Dramas, Thrillers","In this fact-based thriller, an Alaska state trooper pursuing a serial killer teams with a 17-year-old-prostitute who escaped the predator's clutches.",106.0
s8316,tv show,The Furchester Hotel,unknown,"sarah burgess, ryan dillon, louise gold, david rudman, andrew spooner, mak wilson","united kingdom, united states",,2015,tv-y,2 Seasons,"British TV Shows, Kids' TV","Elmo hops across the pond to help his extended monster family solve problems at their ""almost"" world-class establishment, the Furchester Hotel.",2.0
s8317,tv show,The Future of Water,unknown,unknown,norway,2016-07-01,2007,tv-pg,1 Season,"Docuseries, International TV Shows, Science & Nature TV",A look at the deeply intertwined history of humanity and fresh water reveals looming challenges that could upend power structures around the world.,1.0
s8318,movie,The Gathering,nia dinata,"cut mini theo, tora sudiro, aida nurmala, surya saputra, rachel maryam sayidina, trey gondokusumo, lili harahap, aurora yahya, wilza lubis, nico siahaan",indonesia,2018-12-08,2003,tv-14,124 min,"Comedies, Dramas, International Movies","Between divorce, bad relationships and coming out as gay, a group of affluent friends realize that none of their lives are as easy as they seem.",124.0
s8319,movie,The Gentleman Driver,mario mattei,unknown,united states,2019-01-31,2018,tv-ma,83 min,"Documentaries, Sports Movies","This documentary follows four tycoons who moonlight as motorsport competitors and examines what fuels them to succeed, both at work and on the track.",83.0
s8320,movie,The Ghost Who Walks,cody stokes,"garland scott, frank mosley, alexia rasmussen, gil darnell, dasha nekrasova, nattalyee randall, linda kennedy, peter mayer, curtis york, dennis lebby",united states,2020-04-07,2019,tv-ma,107 min,"Dramas, Independent Movies, Thrillers","Desperate to meet his daughter, a convict cuts a deal by ratting out his old boss. Free and searching for his family, he must dodge a hit on his life.",107.0
s8321,movie,The Girl with the Dragon Tattoo,david fincher,"daniel craig, rooney mara, christopher plummer, stellan skarsgård, steven berkoff, robin wright, yorick van wageningen, joely richardson, geraldine james, goran visnjic","united states, sweden, norway",2021-01-05,2011,r,158 min,"Dramas, Thrillers","When a young computer hacker is tasked with investigating a prying journalist, their separate missions become entangled amid a decades-old conspiracy.",158.0
s8322,tv show,The Golden Years with Javed Akhtar,unknown,unknown,india,2017-06-01,2016,tv-g,1 Season,"Docuseries, International TV Shows","Writer, poet and lyricist Javed Akhtar hosts this musical trip down memory lane, revealing untold stories behind India's best songs of 1950-75.",1.0
s8323,movie,The Golem,"doron paz, yoav paz","hani furstenberg, ishai golan, kirill cernyakov, brynie furstenberg, lenny ravitz, alexey tritenko, adi kvetner, mariya khomutova, veronika shostak, konstantin anikienko",israel,2019-06-26,2018,tv-ma,95 min,"Horror Movies, Independent Movies, International Movies","As sickness spreads throughout the countryside, an infertile woman conjures a living child out of clay and sets it loose on her enemies.",95.0
s8324,movie,The Good Catholic,paul shoulberg,"zachary spicer, wrenn schmidt, danny glover, john c. mcginley",united states,2018-01-24,2017,pg-13,97 min,"Comedies, Dramas, Romantic Movies",A young priest’s faith is tested when he finds himself attracted to a woman he meets at confession and his ideals are shaken to the core.,97.0
s8325,movie,The Good Neighbor,kasra farahani,"james caan, logan miller, keir gilchrist, laura innes, edwin hodge, anne dudek, bailey noble, lili reinhart, mindy sterling",united states,2016-12-05,2016,tv-ma,97 min,"Dramas, Independent Movies, Thrillers","Two tech-savvy teens plot to fool a cranky old neighbor into believing his house is haunted, but their cruel prank soon takes some unexpected turns.",97.0
s8326,movie,"The Goods: Live Hard, Sell Hard",neal brennan,"jeremy piven, ving rhames, james brolin, david koechner, kathryn hahn, ed helms, jordana spiro, tony hale, ken jeong, rob riggle, kristen schaal, alan thicke, jonathan sadowski, joey kern, craig robinson",united states,2019-11-20,2009,r,89 min,Comedies,"Hired to rescue a flagging car dealership during a major sale, a fast-talking closer spends his days on the lot and his nights at local strip clubs.",89.0
s8327,movie,The Gospel of John,david batty,"selva rasalingam, mourad zaoui, el mahmoudi m'barek, abdelilah wahbi, abdelaziz n'mila, ait youssef youssef, david harewood","united kingdom, united states, morocco",2018-10-20,2014,tv-14,161 min,"Dramas, Faith & Spirituality","In the first of four word-for-word film adaptations, Aramaic-speaking actors re-create the stories of Jesus' life from the fourth gospel.",161.0
s8328,movie,The Gospel of Luke,david batty,"selva rasalingam, karima gouit, mourad zaoui, el mahmoudi m'barek, abdelilah wahbi, abdelaziz n'mila, ait youssef youssef, mohamed el korchi, ramdane aala","united states, united kingdom, morocco",2018-10-19,2015,tv-14,205 min,"Dramas, Faith & Spirituality",Word-for-word Bible texts of the entire book of Luke are narrated and re-enacted in this epic production of the Gospel's accounts of Jesus's life.,205.0
s8329,movie,The Gospel of Mark,david batty,"selva rasalingam, mourad zaoui, el mahmoudi m'barek, abdelilah wahbi, abdelaziz n'mila, ait youssef youssef",unknown,2018-10-19,2015,tv-14,123 min,"Dramas, Faith & Spirituality","See Jesus from a disciple's point of view in this first-ever, word-for-word film adaptation of the Gospel of Mark, lauded for its historical accuracy.",123.0
s8330,movie,The Gospel of Matthew,david batty,"selva rasalingam, mourad zaoui, karima gouit, el mahmoudi m'barek, abdelilah wahbi, ait youssef youssef, ramdane aala, mohamed el korchi",unknown,2018-10-19,2014,tv-14,190 min,"Dramas, Faith & Spirituality",The Apostle Matthew is highlighted in this word-for-word film adaptation of the former tax collector's Biblical writings about working with Jesus.,190.0
s8331,movie,The Great Battle,unknown,"zo in-sung, nam joo-hyuk, park sung-woong, bae seong-woo, seolhyun, jung eun-chae, yu oh-seong, sung dong-il, oh dae-whan",south korea,2019-04-08,2018,tv-ma,136 min,"Action & Adventure, Dramas, International Movies","In seventh-century Korea, the commander of Ansi Fortress, Yang Man-chun, combats Tang invaders in a retelling of an epic clash against all odds.",136.0
s8332,tv show,The Great British Baking Show: Masterclass,unknown,"mary berry, paul hollywood",united kingdom,2018-12-01,2018,tv-pg,4 Seasons,"British TV Shows, Reality TV",Hosts Mary Berry and Paul Hollywood leave the tent and go into the kitchen to put their professional spin on baking techniques used in the show.,4.0
s8333,movie,The Great Gambler,shakti samanta,"amitabh bachchan, zeenat aman, neetu singh, prem chopra, utpal dutt, madan puri, om shivpuri, iftekhar, sujit kumar, roopesh kumar",india,2019-12-31,1979,tv-14,161 min,"Action & Adventure, Classic Movies, Cult Movies","After unwittingly using his skills to obtain military secrets, a gambler is pursued by a police officer who happens to be his doppelgänger.",161.0
s8334,movie,The Great Raid,john dahl,"benjamin bratt, james franco, connie nielsen, marton csokas, joseph fiennes, motoki kobayashi, robert mammone, natalie mendoza, cesar montano, james carpinello, mark consuelos, sam worthington, craig mclachlan, max martini, clayne crawford","united states, australia",2019-11-01,2005,r,133 min,"Action & Adventure, Dramas","In World War II, a battalion goes on a daring rescue mission to liberate the Americans and Filipinos who've been captured by the Japanese.",133.0
s8335,tv show,The Great Train Robbery,unknown,"luke evans, jim broadbent, paul anderson, martin compston, neil maskell, jack roth, george costigan, robert glenister, nick moran, tim pigott-smith, james fox, james wilby, jack gordon, nicholas murchie, del synnott, richard hope, john salthouse",united kingdom,2017-03-31,2013,nr,1 Season,"British TV Shows, Crime TV Shows, International TV Shows","This two-part tale delivers the true story of the Great Train Robbery of 1963, the biggest one in England's history.",1.0
s8336,movie,The Green Hornet,michel gondry,"seth rogen, jay chou, cameron diaz, tom wilkinson, christoph waltz, david harbour, edward james olmos, jamie harris, chad l. coleman, edward furlong",united states,2020-04-18,2011,pg-13,119 min,"Action & Adventure, Comedies","A hard-partying heir dons a disguise to fight crime after hours. But with no talents or skills, he relies on his friend, a martial-arts genius.",119.0
s8337,tv show,The Guild,unknown,"felicia day, sandeep parikh, jeff lewis, robin thorsen, amy okuda, vincent caso",united states,2019-03-02,2013,tv-ma,1 Season,TV Comedies,Fantasy and reality collide when a surprisingly diverse group of online video-game addicts struggle to balance the game with personal relationships.,1.0
s8338,movie,The Hatred,michael g. kehoe,"sarah davenport, andrew divoff, gabrielle bourne, bayley corman, alisha wainwright, nina siemaszko, shae smolik, david naughton, amanda wyss, darby walker",united states,2017-12-11,2017,r,94 min,Horror Movies,Four young women head to a country house for an idyllic weekend retreat. But what lies in store for them is far from the dreamy getaway they imagined.,94.0
s8339,movie,The Haunting of Molly Hartley,mickey liddell,"haley bennett, jake weber, chace crawford, shannon woodward, shanna collins, annalynne mccord, marin hinkle, nina siemaszko, josh stewart, jessica lowndes, randy wayne",united states,2018-10-04,2008,pg-13,85 min,"Horror Movies, Thrillers","A troubled teenage girl hopes to start fresh at a new school, but the horrifying truth about her past is destined to catch up with her.",85.0
s8340,movie,The Healer,paco arango,"oliver jackson-cohen, camilla luddington, jonathan pryce, jorge garcía, kaitlyn bernard","spain, canada, united states",2020-06-01,2017,tv-14,108 min,"Children & Family Movies, Dramas, Faith & Spirituality","A handyman who has hit rock bottom agrees to live with his distant uncle, who insists that his ability to fix things extends beyond the repair shop.",108.0
s8341,movie,The Heat: A Kitchen (R)evolution,maya gallus,unknown,canada,2019-05-07,2018,tv-ma,71 min,Documentaries,Seven female chefs describe what it’s like breaking into the restaurant industry's notorious boys' club.,71.0
s8342,movie,The Help,tate taylor,"emma stone, viola davis, bryce dallas howard, octavia spencer, jessica chastain, ahna o'reilly, allison janney, anna camp, cicely tyson, mike vogel, sissy spacek, mary steenburgen, carol sutton, dana ivey, amy beckwith, aunjanue ellis, kelsey scott, lauren miller, tarra riggs, wes chatham, ashley johnson, roslyn ruff, brian kerwin, shane mcrae, chris lowell, charles cooper, leslie jordan, la chanze, elizabeth smith, nelsan ellis, ritchie montgomery, ted welch, david oyelowo, tiffany brouwer",united states,2020-06-01,2011,pg-13,147 min,Dramas,"A young, white writer stirs up the status quo in 1960s Mississippi by interviewing Black housemaids and bringing their stories to the masses.",147.0
s8343,movie,The Heretics,chad archibald,"nina kiri, ry barrett, jorja cadence, will king, nina richmond",canada,2019-09-04,2017,tv-ma,88 min,Horror Movies,A withdrawn young woman hunted by a malicious cult is abducted by a brooding stranger and undergoes a bizarre transformation.,88.0
s8344,movie,The Heroes of Evil,zoe berriatúa,"emilio palacios, jorge clemente, beatriz medina, macarena gómez, olivia baglivi, paula soldevila, nacho coronado, beatriz olivares",spain,2016-06-01,2015,tv-ma,99 min,"Dramas, International Movies","Three teenage misfits find camaraderie in sex, violence and petty crime. But what starts as a lark soon threatens to damage them beyond repair.",99.0
s8345,movie,The Heyday of the Insensitive Bastards,"mark columbus, lauren hoekstra, sarah kruchowski, ryan moody, simon savelyev, vanita shastry, shadae lamar smith, jeremy david white","james franco, rico rodriguez, abigail spencer, natalie portman, kristen wiig, amber tamblyn, jim parrack, kate mara, thomas mann, matthew modine, jacob loeb",united states,2018-02-26,2017,tv-ma,96 min,"Dramas, Independent Movies",An all-star cast brings to life the short stories of author Robert Boswell in this anthology series of vignettes set in modern-day America.,96.0
s8346,movie,The Hollow Point,gonzalo lópez-gallego,"patrick wilson, ian mcshane, john leguizamo, lynn collins, jim belushi, karli hall, david h. stevens, derek boone",united states,2017-03-16,2016,r,97 min,Action & Adventure,New straight-arrow sheriff Wallace finds he must join forces with brutal ex-lawman Leland to protect a troubled border town from a cartel hit man.,97.0
